-----------------------------------------------------------
Server,listening,on,5201
-----------------------------------------------------------
Accepted,connection,from,"10.45.0.14,",port,41548
[,5],local,10.45.0.1,port,5201,connected,to,10.45.0.14,port,41550
[,ID],Interval,Transfer,Bitrate
[,5],0.00-1.00,sec,61.9,KBytes,507,Kbits/sec
[,5],1.00-2.00,sec,150,KBytes,1.23,Mbits/sec
[,5],2.00-3.00,sec,226,KBytes,1.85,Mbits/sec
[,5],3.00-4.00,sec,246,KBytes,2.02,Mbits/sec
[,5],4.00-5.00,sec,362,KBytes,2.97,Mbits/sec
[,5],5.00-6.00,sec,428,KBytes,3.50,Mbits/sec
[,5],6.00-7.00,sec,471,KBytes,3.86,Mbits/sec
[,5],7.00-8.00,sec,483,KBytes,3.96,Mbits/sec
[,5],8.00-9.00,sec,495,KBytes,4.05,Mbits/sec
[,5],9.00-10.00,sec,484,KBytes,3.97,Mbits/sec
[,5],10.00-11.00,sec,478,KBytes,3.91,Mbits/sec
[,5],11.00-12.00,sec,388,KBytes,3.18,Mbits/sec
[,5],12.00-13.00,sec,76.4,KBytes,625,Kbits/sec
[,5],13.00-14.00,sec,73.7,KBytes,604,Kbits/sec
[,5],14.00-15.00,sec,73.7,KBytes,604,Kbits/sec
[,5],15.00-16.00,sec,63.2,KBytes,518,Kbits/sec
[,5],16.00-17.00,sec,43.4,KBytes,356,Kbits/sec
[,5],17.00-18.00,sec,39.5,KBytes,324,Kbits/sec
[,5],18.00-19.00,sec,27.6,KBytes,226,Kbits/sec
[,5],19.00-20.00,sec,25.0,KBytes,205,Kbits/sec
[,5],20.00-21.00,sec,43.4,KBytes,356,Kbits/sec
[,5],21.00-22.00,sec,57.9,KBytes,474,Kbits/sec
[,5],22.00-23.00,sec,48.7,KBytes,399,Kbits/sec
[,5],23.00-24.00,sec,36.9,KBytes,302,Kbits/sec
[,5],24.00-25.00,sec,35.5,KBytes,291,Kbits/sec
[,5],25.00-26.00,sec,34.2,KBytes,280,Kbits/sec
[,5],26.00-27.00,sec,29.0,KBytes,237,Kbits/sec
[,5],27.00-28.00,sec,51.3,KBytes,421,Kbits/sec
[,5],28.00-29.00,sec,27.6,KBytes,226,Kbits/sec
[,5],29.00-30.00,sec,29.0,KBytes,237,Kbits/sec
[,5],30.00-31.00,sec,26.3,KBytes,216,Kbits/sec
[,5],31.00-32.00,sec,22.4,KBytes,183,Kbits/sec
[,5],32.00-33.00,sec,10.5,KBytes,86.3,Kbits/sec
[,5],33.00-34.00,sec,18.4,KBytes,151,Kbits/sec
[,5],34.00-35.00,sec,13.2,KBytes,108,Kbits/sec
[,5],35.00-36.00,sec,14.5,KBytes,119,Kbits/sec
[,5],36.00-37.00,sec,19.7,KBytes,162,Kbits/sec
[,5],37.00-38.00,sec,29.0,KBytes,237,Kbits/sec
[,5],38.00-39.00,sec,48.7,KBytes,399,Kbits/sec
[,5],39.00-40.00,sec,48.7,KBytes,399,Kbits/sec
[,5],40.00-41.00,sec,47.4,KBytes,388,Kbits/sec
[,5],41.00-42.00,sec,46.1,KBytes,377,Kbits/sec
[,5],42.00-43.00,sec,43.4,KBytes,356,Kbits/sec
[,5],43.00-44.00,sec,38.2,KBytes,313,Kbits/sec
[,5],44.00-45.00,sec,32.9,KBytes,270,Kbits/sec
[,5],45.00-46.00,sec,55.3,KBytes,453,Kbits/sec
[,5],46.00-47.00,sec,69.8,KBytes,572,Kbits/sec
[,5],47.00-48.00,sec,32.9,KBytes,270,Kbits/sec
[,5],48.00-49.00,sec,9.21,KBytes,75.5,Kbits/sec
[,5],49.00-50.00,sec,11.8,KBytes,97.0,Kbits/sec
[,5],50.00-51.00,sec,0.00,Bytes,0.00,bits/sec
[,5],51.00-52.00,sec,0.00,Bytes,0.00,bits/sec
[,5],52.00-53.00,sec,0.00,Bytes,0.00,bits/sec
[,5],53.00-54.00,sec,0.00,Bytes,0.00,bits/sec
[,5],54.00-55.00,sec,0.00,Bytes,0.00,bits/sec
[,5],55.00-56.00,sec,0.00,Bytes,0.00,bits/sec
[,5],56.00-57.00,sec,0.00,Bytes,0.00,bits/sec
[,5],57.00-58.00,sec,0.00,Bytes,0.00,bits/sec
[,5],58.00-59.00,sec,0.00,Bytes,0.00,bits/sec
[,5],59.00-60.00,sec,0.00,Bytes,0.00,bits/sec
[,5],60.00-61.00,sec,107,KBytes,874,Kbits/sec
[,5],61.00-62.00,sec,633,KBytes,5.19,Mbits/sec
[,5],62.00-63.00,sec,180,KBytes,1.48,Mbits/sec
[,5],63.00-64.00,sec,183,KBytes,1.50,Mbits/sec
[,5],64.00-65.00,sec,237,KBytes,1.94,Mbits/sec
[,5],65.00-66.00,sec,259,KBytes,2.12,Mbits/sec
[,5],66.00-67.00,sec,445,KBytes,3.64,Mbits/sec
[,5],67.00-68.00,sec,552,KBytes,4.52,Mbits/sec
[,5],68.00-69.00,sec,301,KBytes,2.47,Mbits/sec
[,5],69.00-70.00,sec,532,KBytes,4.36,Mbits/sec
[,5],70.00-71.00,sec,229,KBytes,1.88,Mbits/sec
[,5],71.00-72.00,sec,613,KBytes,5.03,Mbits/sec
[,5],72.00-73.00,sec,682,KBytes,5.59,Mbits/sec
[,5],73.00-74.00,sec,796,KBytes,6.52,Mbits/sec
[,5],74.00-75.00,sec,837,KBytes,6.86,Mbits/sec
[,5],75.00-76.00,sec,829,KBytes,6.79,Mbits/sec
[,5],76.00-77.00,sec,808,KBytes,6.62,Mbits/sec
[,5],77.00-78.00,sec,882,KBytes,7.23,Mbits/sec
[,5],78.00-79.00,sec,920,KBytes,7.54,Mbits/sec
[,5],79.00-80.00,sec,666,KBytes,5.46,Mbits/sec
[,5],80.00-81.00,sec,196,KBytes,1.61,Mbits/sec
[,5],81.00-82.00,sec,417,KBytes,3.42,Mbits/sec
[,5],82.00-83.00,sec,553,KBytes,4.53,Mbits/sec
[,5],83.00-84.00,sec,542,KBytes,4.44,Mbits/sec
[,5],84.00-85.00,sec,611,KBytes,5.00,Mbits/sec
[,5],85.00-86.00,sec,770,KBytes,6.31,Mbits/sec
[,5],86.00-87.00,sec,719,KBytes,5.89,Mbits/sec
[,5],87.00-88.00,sec,804,KBytes,6.59,Mbits/sec
[,5],88.00-89.00,sec,746,KBytes,6.11,Mbits/sec
[,5],89.00-90.00,sec,765,KBytes,6.27,Mbits/sec
[,5],90.00-91.00,sec,803,KBytes,6.58,Mbits/sec
[,5],91.00-92.00,sec,794,KBytes,6.50,Mbits/sec
[,5],92.00-93.00,sec,790,KBytes,6.47,Mbits/sec
[,5],93.00-94.00,sec,802,KBytes,6.57,Mbits/sec
[,5],94.00-95.00,sec,783,KBytes,6.42,Mbits/sec
[,5],95.00-96.00,sec,752,KBytes,6.16,Mbits/sec
[,5],96.00-97.00,sec,732,KBytes,6.00,Mbits/sec
[,5],97.00-98.00,sec,754,KBytes,6.18,Mbits/sec
[,5],98.00-99.00,sec,754,KBytes,6.18,Mbits/sec
[,5],99.00-100.00,sec,806,KBytes,6.60,Mbits/sec
[,5],100.00-101.00,sec,770,KBytes,6.31,Mbits/sec
[,5],101.00-102.00,sec,685,KBytes,5.61,Mbits/sec
[,5],102.00-103.00,sec,578,KBytes,4.73,Mbits/sec
[,5],103.00-104.00,sec,570,KBytes,4.67,Mbits/sec
[,5],104.00-105.00,sec,786,KBytes,6.44,Mbits/sec
[,5],105.00-106.00,sec,702,KBytes,5.75,Mbits/sec
[,5],106.00-107.00,sec,725,KBytes,5.94,Mbits/sec
[,5],107.00-108.00,sec,741,KBytes,6.07,Mbits/sec
