Interval,Transfer,Bitrate,Retr,Cwnd
51902,connected,to,10.45.0.14,port
MBytes,14.5,Mbits/sec,0,121
MBytes,25.2,Mbits/sec,0,263
MBytes,28.3,Mbits/sec,0,417
MBytes,30.4,Mbits/sec,0,587
MBytes,12.6,Mbits/sec,0,660
MBytes,22.0,Mbits/sec,0,783
MBytes,15.7,Mbits/sec,0,873
MBytes,25.2,Mbits/sec,0,1008
MBytes,26.2,Mbits/sec,0,1.13
MBytes,29.4,Mbits/sec,0,1.30
MBytes,24.1,Mbits/sec,0,1.44
MBytes,17.8,Mbits/sec,0,1.56
MBytes,21.0,Mbits/sec,0,1.68
MBytes,18.9,Mbits/sec,0,1.80
MBytes,26.2,Mbits/sec,87,1.43
KBytes,1.05,Mbits/sec,276,1.36
MBytes,19.9,Mbits/sec,0,1.36
MBytes,15.7,Mbits/sec,0,1.48
MBytes,10.5,Mbits/sec,0,1.60
MBytes,10.5,Mbits/sec,0,1.72
MBytes,10.5,Mbits/sec,167,1.39
KBytes,2.10,Mbits/sec,540,698
MBytes,47.2,Mbits/sec,164,924
MBytes,38.8,Mbits/sec,0,985
MBytes,41.9,Mbits/sec,0,1.00
MBytes,41.9,Mbits/sec,0,1.03
MBytes,40.9,Mbits/sec,0,1.05
MBytes,41.9,Mbits/sec,0,1.06
MBytes,40.9,Mbits/sec,0,1.06
MBytes,39.8,Mbits/sec,0,1.06
MBytes,40.9,Mbits/sec,0,1.06
MBytes,41.9,Mbits/sec,0,1.06
MBytes,40.9,Mbits/sec,0,1.07
MBytes,41.9,Mbits/sec,0,1.10
MBytes,40.9,Mbits/sec,0,1.13
MBytes,40.9,Mbits/sec,0,1.18
MBytes,40.9,Mbits/sec,0,1.25
MBytes,40.9,Mbits/sec,0,1.35
MBytes,41.9,Mbits/sec,0,1.46
MBytes,40.9,Mbits/sec,0,1.60
MBytes,40.9,Mbits/sec,0,1.77
MBytes,40.9,Mbits/sec,0,1.98
MBytes,40.9,Mbits/sec,0,2.21
MBytes,40.9,Mbits/sec,0,2.49
MBytes,41.9,Mbits/sec,0,2.53
MBytes,40.9,Mbits/sec,0,2.53
MBytes,40.9,Mbits/sec,0,2.53
MBytes,41.9,Mbits/sec,0,2.53
MBytes,40.9,Mbits/sec,0,2.53
MBytes,40.9,Mbits/sec,0,2.53
MBytes,39.8,Mbits/sec,0,2.53
MBytes,40.9,Mbits/sec,0,2.53
MBytes,40.9,Mbits/sec,0,2.53
MBytes,39.8,Mbits/sec,0,2.53
MBytes,40.9,Mbits/sec,0,2.53
MBytes,40.9,Mbits/sec,0,2.53
MBytes,40.9,Mbits/sec,0,2.53
MBytes,40.9,Mbits/sec,0,2.53
MBytes,40.9,Mbits/sec,0,2.53
