Interval,Transfer,Bitrate,Retr,Cwnd
38668,connected,to,10.45.0.14,port
MBytes,29.1,Mbits/sec,0,242
MBytes,27.3,Mbits/sec,0,395
MBytes,30.4,Mbits/sec,0,561
MBytes,35.7,Mbits/sec,0,758
MBytes,43.0,Mbits/sec,0,991
MBytes,45.1,Mbits/sec,0,1.22
MBytes,41.9,Mbits/sec,0,1.47
MBytes,33.6,Mbits/sec,0,1.67
MBytes,26.2,Mbits/sec,0,1.83
MBytes,25.2,Mbits/sec,0,1.99
MBytes,33.6,Mbits/sec,0,2.19
MBytes,38.8,Mbits/sec,0,2.41
MBytes,41.9,Mbits/sec,0,2.50
MBytes,41.9,Mbits/sec,0,2.50
MBytes,43.0,Mbits/sec,0,2.50
MBytes,41.9,Mbits/sec,0,2.50
MBytes,43.0,Mbits/sec,0,2.50
MBytes,41.9,Mbits/sec,0,2.50
MBytes,30.4,Mbits/sec,0,2.50
MBytes,23.1,Mbits/sec,0,2.50
MBytes,23.1,Mbits/sec,0,2.50
MBytes,30.4,Mbits/sec,0,2.50
MBytes,35.7,Mbits/sec,0,2.50
MBytes,24.1,Mbits/sec,0,2.50
MBytes,30.4,Mbits/sec,0,2.50
MBytes,36.7,Mbits/sec,0,2.50
MBytes,41.9,Mbits/sec,0,2.50
MBytes,41.9,Mbits/sec,0,2.50
MBytes,41.9,Mbits/sec,0,2.50
MBytes,43.0,Mbits/sec,0,2.50
MBytes,41.9,Mbits/sec,0,2.50
MBytes,43.0,Mbits/sec,0,2.50
MBytes,41.9,Mbits/sec,0,2.50
MBytes,43.0,Mbits/sec,0,2.50
MBytes,41.9,Mbits/sec,0,2.50
MBytes,43.0,Mbits/sec,0,2.50
MBytes,40.9,Mbits/sec,0,2.50
MBytes,43.0,Mbits/sec,0,2.50
MBytes,33.6,Mbits/sec,0,2.50
MBytes,30.4,Mbits/sec,0,2.50
MBytes,37.7,Mbits/sec,0,2.50
MBytes,40.9,Mbits/sec,0,2.50
MBytes,43.0,Mbits/sec,0,2.50
MBytes,40.9,Mbits/sec,0,2.50
MBytes,19.9,Mbits/sec,0,2.50
MBytes,31.5,Mbits/sec,0,2.50
MBytes,36.7,Mbits/sec,0,2.50
