Interval,Transfer,Bitrate,Retr,Cwnd
37212,connected,to,10.45.0.14,port
KBytes,5.98,Mbits/sec,1,60.6
MBytes,12.6,Mbits/sec,0,126
MBytes,25.2,Mbits/sec,0,263
MBytes,29.4,Mbits/sec,0,430
MBytes,29.4,Mbits/sec,0,595
MBytes,29.4,Mbits/sec,0,760
MBytes,29.4,Mbits/sec,0,921
MBytes,30.4,Mbits/sec,0,1.06
MBytes,27.3,Mbits/sec,0,1.22
MBytes,26.2,Mbits/sec,0,1.38
MBytes,27.3,Mbits/sec,0,1.54
MBytes,26.2,Mbits/sec,0,1.70
MBytes,27.3,Mbits/sec,0,1.86
MBytes,26.2,Mbits/sec,0,2.02
MBytes,27.3,Mbits/sec,0,2.18
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,26.2,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,26.2,Mbits/sec,0,2.30
MBytes,28.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,26.2,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,26.2,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,26.2,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,26.2,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,26.2,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,26.2,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,26.2,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,26.2,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,25.2,Mbits/sec,0,2.30
MBytes,22.0,Mbits/sec,0,2.30
MBytes,23.1,Mbits/sec,0,2.30
MBytes,26.2,Mbits/sec,0,2.30
MBytes,26.2,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,26.2,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,26.2,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,26.2,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,26.2,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,26.2,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,28.3,Mbits/sec,0,2.30
MBytes,26.2,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,26.2,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,26.2,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,26.2,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,26.2,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,26.2,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,27.3,Mbits/sec,0,2.30
MBytes,26.7,Mbits/sec,1,sender
MBytes,26.6,Mbits/sec,receiver,
