Interval,Transfer,Bitrate,Retr,Cwnd
43778,connected,to,10.45.0.14,port
MBytes,19.6,Mbits/sec,0,186
MBytes,47.2,Mbits/sec,0,445
MBytes,46.1,Mbits/sec,0,700
MBytes,46.1,Mbits/sec,0,958
MBytes,47.2,Mbits/sec,0,1.19
MBytes,41.9,Mbits/sec,0,1.44
MBytes,41.9,Mbits/sec,0,1.69
MBytes,43.0,Mbits/sec,0,1.95
MBytes,41.9,Mbits/sec,0,2.20
MBytes,41.9,Mbits/sec,0,2.46
MBytes,43.0,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,40.9,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,40.9,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,40.9,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,33.6,Mbits/sec,0,2.48
MBytes,29.4,Mbits/sec,0,2.48
MBytes,36.7,Mbits/sec,0,2.48
MBytes,40.9,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,38.8,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,46.1,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,40.9,Mbits/sec,0,2.48
MBytes,44.0,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,37.7,Mbits/sec,0,2.48
MBytes,46.1,Mbits/sec,0,2.48
MBytes,38.8,Mbits/sec,0,2.48
MBytes,46.1,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,39.8,Mbits/sec,0,2.48
MBytes,39.8,Mbits/sec,0,2.48
MBytes,47.2,Mbits/sec,0,2.48
MBytes,37.8,Mbits/sec,0,2.48
MBytes,47.2,Mbits/sec,0,2.48
MBytes,38.8,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,45.1,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,39.8,Mbits/sec,0,2.48
MBytes,45.1,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,33.6,Mbits/sec,0,2.48
MBytes,36.7,Mbits/sec,0,2.48
MBytes,39.9,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,40.9,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,43.0,Mbits/sec,0,2.48
MBytes,41.9,Mbits/sec,0,2.48
MBytes,44.0,Mbits/sec,0,2.48
