-----------------------------------------------------------
Server,listening,on,5201
-----------------------------------------------------------
Accepted,connection,from,"10.45.0.14,",port,45620
[,5],local,10.45.0.1,port,5201,connected,to,10.45.0.14,port,45622
[,ID],Interval,Transfer,Bitrate
[,5],0.00-1.00,sec,613,KBytes,5.03,Mbits/sec
[,5],1.00-2.00,sec,814,KBytes,6.66,Mbits/sec
[,5],2.00-3.00,sec,702,KBytes,5.75,Mbits/sec
[,5],3.00-4.00,sec,545,KBytes,4.46,Mbits/sec
[,5],4.00-5.00,sec,608,KBytes,4.98,Mbits/sec
[,5],5.00-6.00,sec,222,KBytes,1.82,Mbits/sec
[,5],6.00-7.00,sec,240,KBytes,1.96,Mbits/sec
[,5],7.00-8.00,sec,222,KBytes,1.82,Mbits/sec
[,5],8.00-9.00,sec,271,KBytes,2.22,Mbits/sec
[,5],9.00-10.00,sec,400,KBytes,3.28,Mbits/sec
[,5],10.00-11.00,sec,570,KBytes,4.67,Mbits/sec
[,5],11.00-12.00,sec,632,KBytes,5.18,Mbits/sec
[,5],12.00-13.00,sec,685,KBytes,5.61,Mbits/sec
[,5],13.00-14.00,sec,723,KBytes,5.92,Mbits/sec
[,5],14.00-15.00,sec,533,KBytes,4.37,Mbits/sec
[,5],15.00-16.00,sec,392,KBytes,3.21,Mbits/sec
[,5],16.00-17.00,sec,627,KBytes,5.13,Mbits/sec
[,5],17.00-18.00,sec,657,KBytes,5.38,Mbits/sec
[,5],18.00-19.00,sec,532,KBytes,4.36,Mbits/sec
[,5],19.00-20.00,sec,595,KBytes,4.87,Mbits/sec
[,5],20.00-21.00,sec,458,KBytes,3.75,Mbits/sec
[,5],21.00-22.00,sec,466,KBytes,3.82,Mbits/sec
[,5],22.00-23.00,sec,702,KBytes,5.75,Mbits/sec
[,5],23.00-24.00,sec,370,KBytes,3.03,Mbits/sec
[,5],24.00-25.00,sec,209,KBytes,1.71,Mbits/sec
[,5],25.00-26.00,sec,141,KBytes,1.15,Mbits/sec
[,5],26.00-27.00,sec,405,KBytes,3.32,Mbits/sec
[,5],27.00-28.00,sec,719,KBytes,5.89,Mbits/sec
[,5],28.00-29.00,sec,671,KBytes,5.50,Mbits/sec
[,5],29.00-30.00,sec,717,KBytes,5.88,Mbits/sec
[,5],30.00-31.00,sec,741,KBytes,6.07,Mbits/sec
[,5],31.00-32.00,sec,742,KBytes,6.08,Mbits/sec
[,5],32.00-33.00,sec,757,KBytes,6.20,Mbits/sec
[,5],33.00-34.00,sec,704,KBytes,5.77,Mbits/sec
[,5],34.00-35.00,sec,687,KBytes,5.63,Mbits/sec
[,5],35.00-36.00,sec,685,KBytes,5.61,Mbits/sec
[,5],36.00-37.00,sec,608,KBytes,4.98,Mbits/sec
[,5],37.00-38.00,sec,556,KBytes,4.55,Mbits/sec
[,5],38.00-39.00,sec,720,KBytes,5.90,Mbits/sec
[,5],39.00-40.00,sec,919,KBytes,7.53,Mbits/sec
[,5],40.00-41.00,sec,900,KBytes,7.38,Mbits/sec
[,5],41.00-42.00,sec,911,KBytes,7.46,Mbits/sec
[,5],42.00-43.00,sec,820,KBytes,6.72,Mbits/sec
[,5],43.00-44.00,sec,798,KBytes,6.54,Mbits/sec
[,5],44.00-45.00,sec,661,KBytes,5.41,Mbits/sec
[,5],45.00-46.00,sec,810,KBytes,6.63,Mbits/sec
[,5],46.00-47.00,sec,760,KBytes,6.22,Mbits/sec
[,5],47.00-48.00,sec,515,KBytes,4.22,Mbits/sec
[,5],48.00-49.00,sec,470,KBytes,3.85,Mbits/sec
[,5],49.00-50.00,sec,744,KBytes,6.09,Mbits/sec
[,5],50.00-51.00,sec,446,KBytes,3.66,Mbits/sec
[,5],51.00-52.00,sec,378,KBytes,3.10,Mbits/sec
[,5],52.00-53.00,sec,573,KBytes,4.69,Mbits/sec
[,5],53.00-54.00,sec,912,KBytes,7.47,Mbits/sec
[,5],54.00-55.00,sec,562,KBytes,4.60,Mbits/sec
[,5],55.00-56.00,sec,642,KBytes,5.26,Mbits/sec
[,5],56.00-57.00,sec,810,KBytes,6.63,Mbits/sec
[,5],57.00-58.00,sec,795,KBytes,6.51,Mbits/sec
[,5],58.00-59.00,sec,475,KBytes,3.89,Mbits/sec
[,5],59.00-60.00,sec,488,KBytes,4.00,Mbits/sec
[,5],60.00-61.00,sec,881,KBytes,7.21,Mbits/sec
[,5],61.00-62.00,sec,831,KBytes,6.80,Mbits/sec
[,5],62.00-63.00,sec,831,KBytes,6.80,Mbits/sec
[,5],63.00-64.00,sec,815,KBytes,6.68,Mbits/sec
[,5],64.00-65.00,sec,879,KBytes,7.20,Mbits/sec
[,5],65.00-66.00,sec,837,KBytes,6.86,Mbits/sec
[,5],66.00-67.00,sec,911,KBytes,7.46,Mbits/sec
[,5],67.00-68.00,sec,828,KBytes,6.78,Mbits/sec
[,5],68.00-69.00,sec,757,KBytes,6.20,Mbits/sec
[,5],69.00-70.00,sec,870,KBytes,7.13,Mbits/sec
[,5],70.00-71.00,sec,936,KBytes,7.67,Mbits/sec
[,5],71.00-72.00,sec,998,KBytes,8.17,Mbits/sec
[,5],72.00-73.00,sec,842,KBytes,6.90,Mbits/sec
[,5],73.00-74.00,sec,779,KBytes,6.38,Mbits/sec
[,5],74.00-75.00,sec,873,KBytes,7.15,Mbits/sec
[,5],75.00-76.00,sec,885,KBytes,7.25,Mbits/sec
[,5],76.00-77.00,sec,794,KBytes,6.50,Mbits/sec
[,5],77.00-78.00,sec,769,KBytes,6.30,Mbits/sec
[,5],78.00-79.00,sec,890,KBytes,7.29,Mbits/sec
[,5],79.00-80.00,sec,844,KBytes,6.91,Mbits/sec
[,5],80.00-81.00,sec,908,KBytes,7.44,Mbits/sec
[,5],81.00-82.00,sec,981,KBytes,8.03,Mbits/sec
[,5],82.00-83.00,sec,941,KBytes,7.71,Mbits/sec
[,5],83.00-84.00,sec,832,KBytes,6.82,Mbits/sec
[,5],84.00-85.00,sec,964,KBytes,7.89,Mbits/sec
[,5],85.00-86.00,sec,933,KBytes,7.65,Mbits/sec
[,5],86.00-87.00,sec,921,KBytes,7.55,Mbits/sec
[,5],87.00-88.00,sec,844,KBytes,6.91,Mbits/sec
[,5],88.00-89.00,sec,856,KBytes,7.01,Mbits/sec
[,5],89.00-90.00,sec,823,KBytes,6.74,Mbits/sec
[,5],90.00-91.00,sec,791,KBytes,6.48,Mbits/sec
[,5],91.00-92.00,sec,833,KBytes,6.83,Mbits/sec
[,5],92.00-93.00,sec,952,KBytes,7.80,Mbits/sec
[,5],93.00-94.00,sec,935,KBytes,7.66,Mbits/sec
[,5],94.00-95.00,sec,874,KBytes,7.16,Mbits/sec
[,5],95.00-96.00,sec,875,KBytes,7.17,Mbits/sec
[,5],96.00-97.00,sec,929,KBytes,7.61,Mbits/sec
[,5],97.00-98.00,sec,900,KBytes,7.38,Mbits/sec
[,5],98.00-99.00,sec,890,KBytes,7.29,Mbits/sec
[,5],99.00-100.00,sec,798,KBytes,6.54,Mbits/sec
[,5],100.00-101.00,sec,688,KBytes,5.64,Mbits/sec
[,5],101.00-102.00,sec,727,KBytes,5.95,Mbits/sec
[,5],102.00-103.00,sec,733,KBytes,6.01,Mbits/sec
[,5],103.00-104.00,sec,284,KBytes,2.33,Mbits/sec
[,5],104.00-105.00,sec,359,KBytes,2.94,Mbits/sec
[,5],105.00-106.00,sec,480,KBytes,3.94,Mbits/sec
[,5],106.00-107.00,sec,654,KBytes,5.36,Mbits/sec
[,5],107.00-108.00,sec,760,KBytes,6.22,Mbits/sec
[,5],108.00-109.00,sec,789,KBytes,6.46,Mbits/sec
[,5],109.00-110.00,sec,782,KBytes,6.41,Mbits/sec
[,5],110.00-111.00,sec,924,KBytes,7.57,Mbits/sec
[,5],111.00-112.00,sec,907,KBytes,7.43,Mbits/sec
[,5],112.00-113.00,sec,889,KBytes,7.28,Mbits/sec
[,5],113.00-114.00,sec,582,KBytes,4.77,Mbits/sec
[,5],114.00-115.00,sec,430,KBytes,3.53,Mbits/sec
[,5],115.00-116.00,sec,511,KBytes,4.18,Mbits/sec
[,5],116.00-117.00,sec,864,KBytes,7.07,Mbits/sec
[,5],117.00-118.00,sec,941,KBytes,7.71,Mbits/sec
[,5],118.00-119.00,sec,837,KBytes,6.86,Mbits/sec
[,5],119.00-120.00,sec,675,KBytes,5.53,Mbits/sec
[,5],120.00-121.00,sec,380,KBytes,3.12,Mbits/sec
[,5],121.00-121.18,sec,101,KBytes,4.50,Mbits/sec
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
[,ID],Interval,Transfer,Bitrate
[,5],0.00-121.18,sec,83.2,MBytes,5.76,Mbits/sec,receiver
