Interval,Transfer,Bitrate,Retr,Cwnd
53640,connected,to,10.45.0.14,port
KBytes,5.19,Mbits/sec,1,69.8
KBytes,8.36,Mbits/sec,0,117
MBytes,10.5,Mbits/sec,0,178
MBytes,15.7,Mbits/sec,0,266
MBytes,16.8,Mbits/sec,0,358
MBytes,18.9,Mbits/sec,0,463
MBytes,19.9,Mbits/sec,0,573
MBytes,18.9,Mbits/sec,0,677
MBytes,18.9,Mbits/sec,0,779
MBytes,16.8,Mbits/sec,0,873
MBytes,24.1,Mbits/sec,0,1008
MBytes,18.9,Mbits/sec,0,1.09
MBytes,17.8,Mbits/sec,0,1.19
MBytes,16.8,Mbits/sec,0,1.29
MBytes,16.8,Mbits/sec,0,1.40
MBytes,17.8,Mbits/sec,0,1.63
MBytes,17.8,Mbits/sec,0,1.95
MBytes,16.8,Mbits/sec,0,2.28
MBytes,16.8,Mbits/sec,0,2.48
MBytes,18.9,Mbits/sec,0,2.48
MBytes,15.7,Mbits/sec,0,2.48
MBytes,19.9,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,15.7,Mbits/sec,0,2.48
MBytes,21.0,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,19.9,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,18.9,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,18.9,Mbits/sec,0,2.48
MBytes,15.7,Mbits/sec,0,2.48
MBytes,18.9,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,21.0,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,19.9,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,18.9,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,19.9,Mbits/sec,0,2.48
MBytes,18.9,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,15.7,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,19.9,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,18.9,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,15.7,Mbits/sec,0,2.48
MBytes,19.9,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,15.7,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,19.9,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,15.7,Mbits/sec,0,2.48
MBytes,19.9,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,21.0,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,21.0,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,18.9,Mbits/sec,0,2.48
MBytes,21.0,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,19.9,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,16.8,Mbits/sec,0,2.48
MBytes,17.8,Mbits/sec,0,2.48
MBytes,17.5,Mbits/sec,1,sender
MBytes,17.4,Mbits/sec,receiver,
